spectral_mfcc_Mean_12,spectral_mfcc_Mean_13,spectral_mfcc_Std_1,spectral_mfcc_Std_2,spectral_mfcc_Std_3
-0.039668,-0.005231,0.650615,NO,0.250163
0.043152,0.148153,0.650394,NO,0.239125
-0.078964,0.024185,0.546062,NO,0.184909
-0.066528,0.031001,0.644131,NO,0.18245
-0.077323,0.069824,0.629229,NO,0.22177
-0.058232,0.023591,0.50541,NO,0.165932
0.052868,-0.000164,0.468927,NO,0.236909
-0.000245,0.030727,0.274988,NO,0.159381
-0.03985,-0.02714,0.552913,NO,0.171368
-0.012765,0.160584,0.520772,NO,0.224039
0.03185,0.061625,0.492301,NO,0.176291
0.073938,0.109261,0.5795,NO,0.187242
-0.02023,0.18989,0.372651,NO,0.276375
-0.066811,0.240486,0.29728,NO,0.245413
-0.079198,0.15438,0.213813,NO,0.252228
-0.046502,0.152012,0.239882,NO,0.302201
0.011316,0.213155,0.218626,NO,0.24344
-0.041426,0.217001,0.179558,NO,0.259281
0.017438,0.201826,0.233928,NO,0.274148
-0.039187,0.160266,0.271384,NO,0.28092
0.007519,0.197821,0.495343,NO,0.229035
0.079485,0.237682,0.363868,NO,0.253238
0.048155,0.217072,0.250117,NO,0.258637
-0.0079,0.208833,0.264794,NO,0.249729
0.039296,0.204235,0.271998,NO,0.268896
0.046082,0.199943,0.26052,NO,0.218494
0.003194,0.251833,0.189783,NO,0.293429
