@relation spectral_mfcc_Std_1

@attribute spectral_mfcc_Mean_12 numeric
@attribute spectral_mfcc_Mean_13 numeric
@attribute spectral_mfcc_Std_1 {NO,YES}
@attribute spectral_mfcc_Std_2 numeric
@attribute spectral_mfcc_Std_3 numeric

@data
-0.132152,-0.223881,NO,0.497005,0.14067
-0.083202,-0.186223,NO,0.476292,0.12563
-0.109308,-0.157265,NO,0.391557,0.132117
-0.156329,-0.180942,NO,0.521451,0.174079
-0.113835,-0.077924,NO,0.445246,0.225491
-0.018688,0.028474,NO,0.320002,0.233326
-0.146857,-0.320654,NO,0.393839,0.195963
-0.028059,-0.151341,NO,0.377814,0.242811
0.027447,0.145942,NO,0.343504,0.222906
-0.032097,-0.021029,NO,0.422642,0.192068
-0.148563,0.095697,NO,0.458669,0.193614
-0.146265,-0.065962,NO,0.346033,0.204322
0.162796,0.070245,NO,0.423249,0.215368
0.196893,0.107949,NO,0.382334,0.278674
0.127483,0.027325,NO,0.380412,0.286641
0.214723,0.123123,NO,0.400171,0.299998
0.203306,-0.011007,NO,0.315517,0.233126
0.153483,0.030765,NO,0.354664,0.226838
0.21577,0.099775,NO,0.378898,0.206186
0.066646,0.002443,NO,0.369712,0.127844
0.015724,-0.005517,NO,0.185904,0.175471
0.022904,-0.076037,NO,0.214271,0.220216
0.052865,-0.038926,NO,0.176056,0.136484
0.023908,-0.031267,NO,0.190584,0.139006
0.03063,0.015361,NO,0.245296,0.15788
0.075793,0.125631,NO,0.223588,0.171705
0.038322,0.047524,YES,0.545487,0.313928
0.112019,0.041471,YES,0.626513,0.436532
-0.040778,-0.119646,YES,0.707092,0.420382
-0.000386,-0.176184,NO,0.523566,0.334932
-0.092905,-0.024352,YES,0.495916,0.302401
0.072084,0.09429,YES,0.668359,0.343064
-0.020991,0.016665,YES,0.591343,0.504962
-0.022044,-0.066972,YES,0.543036,0.316582
-0.137818,0.05048,YES,0.488186,0.30481
0.005106,0.071273,YES,0.509617,0.326017
-0.027174,0.014332,YES,0.683713,0.466357
0.086771,0.09087,YES,0.607889,0.394109
0.01479,0.040218,YES,0.381287,0.359796
0.166539,0.159904,YES,0.446804,0.238855
0.140828,0.035197,YES,0.51455,0.523915
-0.119753,0.04001,NO,0.446696,0.340216
-0.060955,0.113239,NO,0.137023,0.240755
0.12325,0.059183,NO,0.156808,0.22686
0.016018,-0.020926,NO,0.220985,0.265802
-0.023122,0.007301,NO,0.274326,0.205633
-0.096459,0.056885,NO,0.177984,0.237601
0.063214,0.210366,NO,0.220951,0.216703
-0.070533,0.115223,NO,0.193051,0.216229
-0.018348,0.222572,NO,0.254355,0.225028
-0.012923,0.236278,NO,0.286749,0.333312
0.136812,0.158547,NO,0.192845,0.194839
0.198159,-0.065988,NO,0.272697,0.215085
-0.314396,-0.344877,NO,0.29541,0.25439
-0.157533,-0.173941,NO,0.226631,0.187414
0.031519,0.198695,NO,0.212698,0.160299
-0.243124,0.192118,NO,0.47739,0.127892
-0.317268,0.173813,NO,0.301796,0.119871
-0.364046,0.178329,NO,0.316684,0.156195
-0.316016,0.159594,NO,0.351589,0.101983
-0.248526,0.224519,NO,0.196392,0.145446
-0.062184,0.229536,YES,0.552685,0.180067
-0.15591,0.040031,NO,0.431431,0.27474
-0.155101,-0.091941,NO,0.693949,0.197696
-0.014342,0.212252,NO,0.474058,0.28193
0.078686,0.308931,NO,0.366658,0.243469
-0.187918,0.296724,NO,0.448945,0.320595
-0.070101,0.146556,NO,0.440507,0.313706
